word,V/C Ratio,S-Score,ULetters
gleek,0.67,10,4
biris,0.67,7,4
nonny,0.25,8,3
poked,0.67,12,5
parve,0.67,10,5
ovate,1.5,8,5
hazed,0.67,18,5
zhuzh,0.25,29,3
ether,0.67,8,4
kidel,0.67,10,5
aleck,0.67,11,5
casky,0.25,14,5
pyric,0.25,12,5
akses,0.67,9,4
kibla,0.67,11,5
volae,1.5,8,5
mezes,0.67,16,4
takht,0.25,12,4
erica,1.5,7,5
vexes,0.67,15,4
rages,0.67,6,5
loses,0.67,5,4
gilts,0.25,6,5
murly,0.25,10,5
mania,1.5,7,4
ordie,1.5,6,5
grubs,0.25,8,5
kiasu,1.5,9,5
malar,0.67,7,4
bhuts,0.25,10,5
batik,0.67,11,5
tousy,0.67,8,5
specs,0.25,9,4
naily,0.67,8,5
netta,0.67,5,4
inner,0.67,5,4
laith,0.67,8,5
fundi,0.67,9,5
throw,0.25,11,5
plute,0.67,7,5
cubes,0.67,9,5
trone,0.67,5,5
knout,0.67,9,5
sculs,0.25,7,4
meteg,0.67,8,4
fakie,1.5,12,5
inset,0.67,5,5
koran,0.67,9,5
paisa,1.5,7,4
cruor,0.67,7,4
readd,0.67,7,4
shaul,0.67,8,5
fromm,0.25,12,4
boteh,0.67,10,5
quarl,0.67,14,5
flava,0.67,11,4
deoch,0.67,11,5
jehad,0.67,16,5
mollo,0.67,7,3
bazas,0.67,16,4
meril,0.67,7,5
naieo,4.0,5,5
angle,0.67,6,5
lamia,1.5,7,4
agood,1.5,7,4
iched,0.67,11,5
corns,0.25,7,5
lotos,0.67,5,4
ankus,0.67,9,5
sweir,0.67,8,5
snobs,0.25,7,4
swabs,0.25,10,4
vetch,0.25,13,5
quawk,0.67,21,5
flirt,0.25,8,5
trapo,0.67,7,5
enurn,0.67,5,4
outro,1.5,5,4
dears,0.67,6,5
craze,0.67,16,5
nomic,0.67,9,5
lubed,0.67,8,5
gouch,0.67,11,5
mvula,0.67,10,5
zebus,0.67,16,5
culls,0.25,7,4
tolts,0.25,5,4
warts,0.25,8,5
podos,0.67,8,4
dewax,0.67,16,5
peavy,0.67,13,5
keema,1.5,11,4
assed,0.67,6,4
emure,1.5,7,4
conne,0.67,7,4
aunts,0.67,5,5
durns,0.25,6,5
sulls,0.25,5,3
stroy,0.25,8,5
brujo,0.67,14,5
etuis,1.5,5,5
error,0.67,5,3
incut,0.67,7,5
tacho,0.67,10,5
toyer,0.67,8,5
mesto,0.67,7,5
sated,0.67,6,5
aides,1.5,6,5
handy,0.25,12,5
incle,0.67,7,5
fiend,0.67,9,5
sices,0.67,7,4
hyles,0.25,11,5
fands,0.25,9,5
costa,0.67,7,5
sowls,0.25,8,4
usurp,0.67,7,4
salat,0.67,5,4
geste,0.67,6,4
lomes,0.67,7,5
dolts,0.25,6,5
aging,0.67,7,4
ahold,0.67,9,5
darre,0.67,6,4
agila,1.5,6,4
swigs,0.25,9,4
armer,0.67,7,4
beton,0.67,7,5
senex,0.67,12,4
pzazz,0.25,34,3
ahole,1.5,8,5
cower,0.67,10,5
feral,0.67,8,5
bible,0.67,9,4
sunna,0.67,5,4
powre,0.67,10,5
fisho,0.67,11,5
softy,0.25,11,5
stylo,0.25,8,5
swarf,0.25,11,5
cogie,1.5,8,5
garde,0.67,7,5
thirl,0.25,8,5
ayins,0.67,8,5
super,0.67,7,5
madre,0.67,8,5
maran,0.67,7,4
yodhs,0.25,12,5
adept,0.67,8,5
dalis,0.67,6,5
crams,0.25,9,5
reink,0.67,9,5
haith,0.67,11,4
geyan,0.67,9,5
sinhs,0.25,8,4
tooms,0.67,7,4
lumbi,0.67,9,5
puker,0.67,11,5
haled,0.67,9,5
veena,1.5,8,4
turks,0.25,9,5
ahull,0.67,8,4
luter,0.67,5,5
argil,0.67,6,5
ergos,0.67,6,5
asses,0.67,5,3
pattu,0.67,7,4
howff,0.25,17,4
pacta,0.67,9,4
sitka,0.67,9,5
sheep,0.67,10,4
creed,0.67,8,4
fairy,0.67,11,5
droob,0.67,8,4
wries,0.67,8,5
tolas,0.67,5,5
frizz,0.25,26,4
mohar,0.67,10,5
aitus,1.5,5,5
hists,0.25,8,4
jolty,0.25,15,5
roleo,1.5,5,4
ditzy,0.25,18,5
poynt,0.25,10,5
scray,0.25,10,5
minke,0.67,11,5
bombo,0.67,11,3
macon,0.67,9,5
waxer,0.67,15,5
grave,0.67,9,5
rands,0.25,6,5
poulp,0.67,9,4
unkid,0.67,10,5
tasso,0.67,5,4
doddy,0.25,11,3
simas,0.67,7,4
cissy,0.25,10,4
primy,0.25,12,5
awkin,0.67,12,5
samek,0.67,11,5
dunks,0.25,10,5
sylis,0.25,8,4
cutis,0.67,7,5
rager,0.67,6,4
aedes,1.5,6,4
plays,0.25,10,5
scobe,0.67,9,5
unhat,0.67,8,5
geeps,0.67,8,4
level,0.67,8,3
oshac,0.67,10,5
opals,0.67,7,5
trail,0.67,5,5
yeast,0.67,8,5
linum,0.67,7,5
thete,0.67,8,3
gypsy,0.0,14,4
liang,0.67,6,5
laker,0.67,9,5
pance,0.67,9,5
bated,0.67,8,5
fouat,1.5,8,5
wooed,1.5,9,4
haros,0.67,8,5
vital,0.67,8,5
rinks,0.25,9,5
roers,0.67,5,4
zulus,0.67,14,4
mumps,0.25,11,4
noahs,0.67,8,5
covey,0.67,13,5
saics,0.67,7,4
safer,0.67,8,5
roost,0.67,5,4
flims,0.25,10,5
murks,0.25,11,5
salve,0.67,8,5
hooch,0.67,13,3
trabs,0.25,7,5
bambi,0.67,11,4
swiss,0.25,8,3
fazed,0.67,18,5
pudsy,0.25,11,5
odoom,1.5,8,3
avens,0.67,8,5
mitas,0.67,7,5
girlf,0.25,9,5
naifs,0.67,8,5
tikka,0.67,13,4
rojak,0.67,16,5
nighs,0.25,9,5
bulks,0.25,11,5
wines,0.67,8,5
pinky,0.25,14,5
rumal,0.67,7,5
afore,1.5,8,5
whats,0.25,11,5
goris,0.67,6,5
piuma,1.5,9,5
whigs,0.25,12,5
incas,0.67,7,5
paspy,0.25,12,4
girly,0.25,9,5
phynx,0.0,20,5
mundu,0.67,8,4
brosy,0.25,10,5
kents,0.25,9,5
runes,0.67,5,5
vraic,0.67,10,5
unban,0.67,7,4
balti,0.67,7,5
jocks,0.25,18,5
spars,0.25,7,4
moker,0.67,11,5
legno,0.67,6,5
haunt,0.67,8,5
ihram,0.67,10,5
hooha,1.5,11,3
titre,0.67,5,4
booay,1.5,10,4
rosal,0.67,5,5
basal,0.67,7,4
boyos,0.67,10,4
razer,0.67,14,4
maror,0.67,7,4
kokam,0.67,15,4
lense,0.67,5,4
tsked,0.25,10,5
duets,0.67,6,5
salpa,0.67,7,4
dryly,0.0,12,4
grats,0.25,6,5
mured,0.67,8,5
aches,0.67,10,5
assez,0.67,14,4
joint,0.67,12,5
tasty,0.25,8,4
wahey,0.67,14,5
irony,0.67,8,5
zoppo,0.67,18,3
plods,0.25,8,5
gooly,0.67,9,4
palki,0.67,11,5
budge,0.67,9,5
janky,0.25,19,5
thymy,0.0,16,4
pints,0.25,7,5
cyans,0.25,10,5
warbs,0.25,10,5
treyf,0.25,11,5
reses,0.67,5,3
phooh,0.67,13,3
built,0.67,7,5
mawrs,0.25,10,5
lagar,0.67,6,4
marid,0.67,8,5
grebo,0.67,8,5
spare,0.67,7,5
pieta,1.5,7,5
noxal,0.67,12,5
abase,1.5,7,4
kinky,0.25,16,4
priss,0.25,7,4
hacek,0.67,14,5
vicar,0.67,10,5
marka,0.67,11,4
temse,0.67,7,4
serir,0.67,5,4
blaze,0.67,16,5
ngaka,0.67,10,4
heeds,0.67,9,4
belar,0.67,7,5
qophs,0.25,19,5
noted,0.67,6,5
brews,0.25,10,5
hafts,0.25,11,5
ratti,0.67,5,4
firma,0.67,10,5
carbo,0.67,9,5
wrawl,0.25,11,4
adrip,0.67,8,5
mvuli,0.67,10,5
voici,1.5,10,4
fetor,0.67,8,5
recks,0.25,11,5
perne,0.67,7,4
dowls,0.25,9,5
mutic,0.67,9,5
fetts,0.25,8,4
wetly,0.25,11,5
exine,1.5,12,4
kauru,1.5,9,4
bubby,0.25,14,3
stope,0.67,7,5
haram,0.67,10,4
herry,0.25,11,4
dacha,0.67,11,4
saice,1.5,7,5
theow,0.67,11,5
awing,0.67,9,5
frugs,0.25,9,5
swoln,0.25,8,5
odium,1.5,8,5
parti,0.67,7,5
gaily,0.67,9,5
dwelt,0.25,9,5
money,0.67,10,5
laned,0.67,6,5
murry,0.25,10,4
skits,0.25,9,4
rowme,0.67,10,5
tatou,1.5,5,4
frere,0.67,8,3
ukase,1.5,9,5
dolci,0.67,8,5
rhomb,0.25,12,5
tynes,0.25,8,5
corer,0.67,7,4
nerdy,0.25,9,5
peats,0.67,7,5
fondu,0.67,9,5
okole,1.5,9,4
close,0.67,7,5
afoul,1.5,8,5
swole,0.67,8,5
scena,0.67,7,5
talaq,0.67,14,4
paces,0.67,9,5
senas,0.67,5,4
faiks,0.67,12,5
pneus,0.67,7,5
rubai,1.5,7,5
jibba,0.67,16,4
would,0.67,9,5
patly,0.25,10,5
fused,0.67,9,5
crena,0.67,7,5
doley,0.67,9,5
mesca,0.67,9,5
eches,0.67,10,4
serai,1.5,5,5
tinge,0.67,6,5
saran,0.67,5,4
glout,0.67,6,5
solei,1.5,5,5
tinny,0.25,8,4
noter,0.67,5,5
upful,0.67,10,4
venue,1.5,8,4
natch,0.25,10,5
panic,0.67,9,5
curia,1.5,7,5
yomps,0.25,12,5
diode,1.5,7,4
binks,0.25,11,5
stear,0.67,5,5
bring,0.25,8,5
pekau,1.5,11,5
peace,1.5,9,4
humps,0.25,12,5
ixnay,0.67,15,5
maunt,0.67,7,5
balot,0.67,7,5
cosec,0.67,9,4
purao,1.5,7,5
armed,0.67,8,5
liars,0.67,5,5
hifis,0.67,11,4
docks,0.25,12,5
wuxia,1.5,15,5
phooo,1.5,10,3
russe,0.67,5,4
gutty,0.25,9,4
urena,1.5,5,5
aidas,1.5,6,4
vials,0.67,8,5
posse,0.67,7,4
chaos,0.67,10,5
admen,0.67,8,5
pilum,0.67,9,5
gunks,0.25,10,5
wowed,0.67,12,4
inurn,0.67,5,4
trugo,0.67,6,5
skulk,0.25,13,4
tutee,1.5,5,3
wrier,0.67,8,4
pyxes,0.25,17,5
sonce,0.67,7,5
tsubo,0.67,7,5
floss,0.25,8,4
algid,0.67,7,5
allen,0.67,5,4
nolos,0.67,5,4
stoss,0.25,5,3
weamb,0.67,12,5
aspro,0.67,7,5
mucho,0.67,12,5
snebs,0.25,7,4
talcs,0.25,7,5
pekes,0.67,11,4
waxen,0.67,15,5
marls,0.25,7,5
clavi,0.67,10,5
titin,0.67,5,3
swing,0.25,9,5
uncut,0.67,7,4
entia,1.5,5,5
hwyls,0.0,14,5
vanga,0.67,9,4
sayne,0.67,8,5
based,0.67,8,5
knurr,0.25,9,4
raiah,1.5,8,4
pings,0.25,8,5
vegan,0.67,9,5
mound,0.67,8,5
menta,0.67,7,5
plowt,0.25,10,5
gaids,0.67,7,5
pipal,0.67,9,4
deets,0.67,6,4
caaed,1.5,8,4
sayed,0.67,9,5
hates,0.67,8,5
debes,0.67,8,4
masts,0.25,7,4
resus,0.67,5,4
unarm,0.67,7,5
chays,0.25,13,5
rowns,0.25,8,5
babus,0.67,9,4
lapse,0.67,7,5
alter,0.67,5,5
bruin,0.67,7,5
furol,0.67,8,5
loord,0.67,6,4
swits,0.25,8,4
majoe,1.5,14,5
faves,0.67,11,5
albas,0.67,7,4
lysis,0.25,8,4
shark,0.25,12,5
peach,0.67,12,5
vades,0.67,9,5
owlet,0.67,8,5
brods,0.25,8,5
lyams,0.25,10,5
rater,0.67,5,4
moves,0.67,10,5
mynas,0.25,10,5
arris,0.67,5,4
hiems,0.67,10,5
quags,0.67,15,5
roans,0.67,5,5
reamy,0.67,10,5
tanti,0.67,5,4
heady,0.67,12,5
pirns,0.25,7,5
casts,0.25,7,4
dress,0.25,6,4
enews,0.67,8,4
amido,1.5,8,5
kinin,0.67,9,3
adits,0.67,6,5
puffa,0.67,13,4
pucks,0.25,13,5
shuts,0.25,8,4
mural,0.67,7,5
mered,0.67,8,4
whens,0.25,11,5
gowls,0.25,9,5
darer,0.67,6,4
helix,0.67,15,5
mirly,0.25,10,5
womyn,0.25,13,5
raggs,0.25,7,4
wilja,0.67,15,5
monie,1.5,7,5
neram,0.67,7,5
nyams,0.25,10,5
slams,0.25,7,4
dirke,0.67,10,5
tehrs,0.25,8,5
skens,0.25,9,4
tavas,0.67,8,4
table,0.67,7,5
horal,0.67,8,5
oupas,1.5,7,5
navar,0.67,8,4
hippy,0.25,15,4
rawly,0.25,11,5
diets,0.67,6,5
surgy,0.25,9,5
lysol,0.25,8,4
seths,0.25,8,4
panny,0.25,10,4
arums,0.67,7,5
mulls,0.25,7,4
mazut,0.67,16,5
drony,0.25,9,5
virga,0.67,9,5
ratha,0.67,8,4
lunet,0.67,5,5
rowet,0.67,8,5
dancy,0.25,11,5
defat,0.67,9,5
splat,0.25,7,5
roger,0.67,6,4
nucha,0.67,10,5
plout,0.67,7,5
mungs,0.25,8,5
sloan,0.67,5,5
usque,1.5,14,4
sakia,1.5,9,4
guido,1.5,7,5
hissy,0.25,11,4
jigot,0.67,13,5
tyran,0.25,8,5
drapy,0.25,11,5
tight,0.25,9,4
puses,0.67,7,4
droop,0.67,8,4
pepla,0.67,9,4
deter,0.67,6,4
gleby,0.25,11,5
primo,0.67,9,5
haves,0.67,11,5
pinda,0.67,8,5
rieve,1.5,8,4
zabra,0.67,16,4
lieus,1.5,5,5
parky,0.25,14,5
fanum,0.67,10,5
yoyos,0.67,11,3
styte,0.25,8,4
faros,0.67,8,5
heald,0.67,9,5
gases,0.67,6,4
samas,0.67,7,3
scapa,0.67,9,4
teary,0.67,8,5
ginge,0.67,7,4
lossy,0.25,8,4
embed,0.67,10,4
genal,0.67,6,5
burps,0.25,9,5
fitly,0.25,11,5
mythy,0.0,16,4
purge,0.67,8,5
bauks,0.67,11,5
kwink,0.25,16,4
bawty,0.25,13,5
ferox,0.67,15,5
bazar,0.67,16,4
almah,0.67,10,4
hains,0.67,8,5
peaky,0.67,14,5
plops,0.25,9,4
noris,0.67,5,5
brink,0.25,11,5
kirns,0.25,9,5
sordo,0.67,6,4
boomy,0.67,12,4
dufus,0.67,9,4
nards,0.25,6,5
galea,1.5,6,4
corps,0.25,9,5
speil,0.67,7,5
deary,0.67,9,5
flyby,0.0,16,4
kerky,0.25,16,4
unlid,0.67,6,5
drums,0.25,8,5
undos,0.67,6,5
cools,0.67,7,4
conge,0.67,8,5
dodos,0.67,7,3
pavis,0.67,10,5
patas,0.67,7,4
pands,0.25,8,5
tipis,0.67,7,4
puree,1.5,7,4
statu,0.67,5,4
rotte,0.67,5,4
beads,0.67,8,5
evert,0.67,8,4
teals,0.67,5,5
vined,0.67,9,5
hamba,0.67,12,4
gopik,0.67,12,5
crans,0.25,7,5
wiled,0.67,9,5
weedy,0.67,12,4
pacha,0.67,12,4
parge,0.67,8,5
perdu,0.67,8,5
vaunt,0.67,8,5
pequi,1.5,16,5
piccy,0.25,14,4
leany,0.67,8,5
marly,0.25,10,5
whiff,0.25,17,4
neive,1.5,8,4
homie,1.5,10,5
rests,0.25,5,4
aware,1.5,8,4
riads,0.67,6,5
somas,0.67,7,4
lytta,0.25,8,4
dorps,0.25,8,5
idyll,0.25,9,4
mulsh,0.25,10,5
pence,0.67,9,4
vatus,0.67,8,5
zoril,0.67,14,5
semes,0.67,7,3
argot,0.67,6,5
drouk,0.67,10,5
linac,0.67,7,5
cloke,0.67,11,5
nimbi,0.67,9,4
anger,0.67,6,5
mojos,0.67,14,4
bozos,0.67,16,4
choof,0.67,13,4
avale,1.5,8,4
viewy,0.67,14,5
mazas,0.67,16,4
canon,0.67,7,4
abune,1.5,7,5
south,0.67,8,5
slobs,0.25,7,4
moler,0.67,7,5
ships,0.25,10,4
souls,0.67,5,4
boded,0.67,9,4
waspy,0.25,13,5
nowls,0.25,8,5
trice,0.67,7,5
nisse,0.67,5,4
teats,0.67,5,4
caned,0.67,8,5
biner,0.67,7,5
tronc,0.25,7,5
cutty,0.25,10,4
truss,0.25,5,4
diyas,0.67,9,5
merse,0.67,7,4
waffs,0.25,14,4
koala,1.5,9,4
agate,1.5,6,4
ezine,1.5,14,4
nudes,0.67,6,5
rigmo,0.67,8,5
evhoe,1.5,11,4
slick,0.25,11,5
wadas,0.67,9,4
olate,1.5,5,5
oleic,1.5,7,5
woons,0.67,8,4
typey,0.25,13,4
oncer,0.67,7,5
gumma,0.67,10,4
sweet,0.67,8,4
heavy,0.67,14,5
psych,0.0,15,5
khyal,0.25,15,5
cates,0.67,7,5
brens,0.25,7,5
socle,0.67,7,5
katis,0.67,9,5
frisk,0.25,12,5
withy,0.25,14,5
sauba,1.5,7,4
heyed,0.67,12,4
rosti,0.67,5,5
feuds,0.67,9,5
niced,0.67,8,5
kyles,0.25,12,5
rawns,0.25,8,5
gadje,0.67,14,5
jabot,0.67,14,5
crise,0.67,7,5
tacet,0.67,7,4
lines,0.67,5,5
esses,0.67,5,2
grope,0.67,8,5
swash,0.25,11,4
ngati,0.67,6,5
wised,0.67,9,5
garda,0.67,7,4
locks,0.25,11,5
gelid,0.67,7,5
horst,0.25,8,5
attas,0.67,5,3
sycon,0.25,10,5
telia,1.5,5,5
algal,0.67,6,3
frais,0.67,8,5
fango,0.67,9,5
yetis,0.67,8,5
marcs,0.25,9,5
addio,1.5,7,4
anils,0.67,5,5
bunce,0.67,9,5
wirra,0.67,8,4
gnarr,0.25,6,4
ludes,0.67,6,5
glary,0.25,9,5
coxed,0.67,15,5
beaky,0.67,14,5
ylids,0.25,9,5
added,0.67,8,3
patta,0.67,7,3
veles,0.67,8,4
curie,1.5,7,5
unces,0.67,7,5
ledum,0.67,8,5
sansa,0.67,5,3
adust,0.67,6,5
aurei,4.0,5,5
spitz,0.25,16,5
logie,1.5,6,5
unget,0.67,6,5
thema,0.67,10,5
yowls,0.25,11,5
coifs,0.67,10,5
surge,0.67,6,5
softa,0.67,8,5
gyoza,0.67,18,5
putas,0.67,7,5
blaes,0.67,7,5
blaws,0.25,10,5
celly,0.25,10,4
butte,0.67,7,4
stamp,0.25,9,5
grain,0.67,6,5
bursa,0.67,7,5
ligge,0.67,7,4
sagos,0.67,6,4
sheal,0.67,8,5
atrip,0.67,7,5
emeer,1.5,7,3
degus,0.67,7,5
stush,0.25,8,4
kynde,0.25,13,5
cured,0.67,8,5
pfftt,0.0,13,3
mills,0.25,7,4
minxy,0.25,17,5
tykes,0.25,12,5
atmos,0.67,7,5
suite,1.5,5,5
ramis,0.67,7,5
merks,0.25,11,5
coyau,1.5,10,5
twats,0.25,8,4
bussu,0.67,7,3
mooth,0.67,10,4
terfs,0.25,8,5
fests,0.25,8,4
enmew,0.67,10,4
nould,0.67,6,5
hoosh,0.67,11,3
nylon,0.25,8,4
alefs,0.67,8,5
pikas,0.67,11,5
zoons,0.67,14,4
busks,0.25,11,4
qapik,0.67,20,5
remou,1.5,7,5
cawed,0.67,11,5
pally,0.25,10,4
muntu,0.67,7,4
teugh,0.67,9,5
slimy,0.25,10,5
bassi,0.67,7,4
almes,0.67,7,5
outgo,1.5,6,4
batta,0.67,7,3
ranks,0.25,9,5
lanks,0.25,9,5
roguy,0.67,9,5
zippy,0.25,21,4
foids,0.67,9,5
welks,0.25,12,5
rowan,0.67,8,5
psias,0.67,7,4
yowes,0.67,11,5
allow,0.67,8,4
rants,0.25,5,5
faker,0.67,12,5
dells,0.25,6,4
rumbo,0.67,9,5
titir,0.67,5,3
combi,0.67,11,5
winds,0.25,9,5
rubby,0.25,12,4
deify,0.67,12,5
quena,1.5,14,5
crape,0.67,9,5
jokey,0.67,19,5
wootz,0.67,17,4
wites,0.67,8,5
koses,0.67,9,4
nizam,0.67,16,5
pratt,0.25,7,4
pukka,0.67,15,4
fixes,0.67,15,5
bobby,0.25,14,3
ruffs,0.25,11,4
magot,0.67,8,5
argal,0.67,6,4
ammas,0.67,9,3
scoog,0.67,8,4
aweel,1.5,8,4
gilia,1.5,6,4
payer,0.67,10,5
touns,0.67,5,5
rupee,1.5,7,4
marge,0.67,8,5
colle,0.67,7,4
pates,0.67,7,5
doles,0.67,6,5
rappe,0.67,9,4
lakhs,0.25,12,5
carve,0.67,10,5
grana,0.67,6,4
wytes,0.25,11,5
macks,0.25,13,5
nerve,0.67,8,4
mitry,0.25,10,5
crips,0.25,9,5
bewig,0.67,11,5
melic,0.67,9,5
andic,0.67,8,5
bands,0.25,8,5
mugil,0.67,8,5
quoin,1.5,14,5
pools,0.67,7,4
omiai,4.0,7,4
drips,0.25,8,5
eared,1.5,6,4
yippy,0.25,15,3
kexes,0.67,16,4
carol,0.67,7,5
lores,0.67,5,5
bises,0.67,7,4
obias,1.5,7,5
thurl,0.25,8,5
tajes,0.67,12,5
emmew,0.67,12,3
chiko,0.67,14,5
orbit,0.67,7,5
jimmy,0.25,19,4
vexer,0.67,15,4
begob,0.67,10,4
askos,0.67,9,4
liwaa,1.5,8,4
burgs,0.25,8,5
demob,0.67,10,5
imbed,0.67,10,5
lahal,0.67,8,3
chats,0.25,10,5
laves,0.67,8,5
cohos,0.67,10,4
jowar,0.67,15,5
nurdy,0.25,9,5
iodic,1.5,8,4
whoso,0.67,11,4
broth,0.25,10,5
soops,0.67,7,3
tried,0.67,6,5
crins,0.25,7,5
jaune,1.5,12,5
coarb,0.67,9,5
cocas,0.67,9,4
mugho,0.67,11,5
smoko,0.67,11,4
scaup,0.67,9,5
feart,0.67,8,5
skets,0.25,9,4
hebes,0.67,10,4
doums,0.67,8,5
korat,0.67,9,5
briki,0.67,11,4
soars,0.67,5,4
oaths,0.67,8,5
abeys,0.67,10,5
brome,0.67,9,5
appro,0.67,9,4
tarot,0.67,5,4
lymes,0.25,10,5
quich,0.67,19,5
amend,0.67,8,5
doers,0.67,6,5
duded,0.67,8,3
hushy,0.25,14,4
grogs,0.25,7,4
cleik,0.67,11,5
audit,1.5,6,5
kutai,1.5,9,5
skyre,0.25,12,5
milky,0.25,14,5
peens,0.67,7,4
cooze,1.5,16,4
rusks,0.25,9,4
meiko,1.5,11,5
boost,0.67,7,4
booze,1.5,16,4
jeans,0.67,12,5
neeps,0.67,7,4
kobos,0.67,11,4
dazes,0.67,15,5
bayes,0.67,10,5
spims,0.25,9,4
pegma,0.67,10,5
maddy,0.25,12,4
bwazi,0.67,19,5
xylic,0.25,17,5
agaty,0.67,9,4
rawdy,0.25,12,5
soree,1.5,5,4
dinge,0.67,7,5
assam,0.67,7,3
stoic,0.67,7,5
nyaff,0.25,14,4
rowed,0.67,9,5
ledes,0.67,6,4
polls,0.25,7,4
olive,1.5,8,5
strim,0.25,7,5
taras,0.67,5,4
piner,0.67,7,5
steno,0.67,5,5
seems,0.67,7,3
notum,0.67,7,5
cripe,0.67,9,5
stoai,1.5,5,5
nsima,0.67,7,5
buyer,0.67,10,5
gluey,0.67,9,5
poohs,0.67,10,4
hovea,1.5,11,5
jocky,0.25,21,5
kinas,0.67,9,5
fangs,0.25,9,5
yawed,0.67,12,5
tungs,0.25,6,5
ephas,0.67,10,5
povos,0.67,10,4
scram,0.25,9,5
camos,0.67,9,5
ympes,0.25,12,5
spacy,0.25,12,5
nucin,0.67,7,4
looed,1.5,6,4
ambit,0.67,9,5
stile,0.67,5,5
palay,0.67,10,4
roche,0.67,10,5
rices,0.67,7,5
diota,1.5,6,5
gatch,0.25,11,5
vasty,0.25,11,5
otium,1.5,7,5
flory,0.25,11,5
crues,0.67,7,5
petri,0.67,7,5
sycee,0.67,10,4
nippy,0.25,12,4
ludic,0.67,8,5
sayid,0.67,9,5
welke,0.67,12,4
links,0.25,9,5
uptie,1.5,7,5
clone,0.67,7,5
ploat,0.67,7,5
tiyns,0.25,8,5
humic,0.67,12,5
atopy,0.67,10,5
basan,0.67,7,4
boney,0.67,10,5
drill,0.25,6,4
oaten,1.5,5,5
mucro,0.67,9,5
seals,0.67,5,4
cavil,0.67,10,5
rimer,0.67,7,4
odyls,0.25,9,5
naked,0.67,10,5
maqam,0.67,18,3
kreng,0.25,10,5
sards,0.25,6,4
simis,0.67,7,3
geoid,1.5,7,5
butoh,0.67,10,5
aboma,1.5,9,4
oyers,0.67,8,5
sheas,0.67,8,4
laich,0.67,10,5
imine,1.5,7,4
ficus,0.67,10,5
ducky,0.25,15,5
mobey,0.67,12,5
eaves,1.5,8,4
warez,0.67,17,5
hiper,0.67,10,5
laund,0.67,6,5
punim,0.67,9,5
jouks,0.67,16,5
route,1.5,5,5
roods,0.67,6,4
wushu,0.67,11,4
mokos,0.67,11,4
ovens,0.67,8,5
ebons,0.67,7,5
paths,0.25,10,5
eidos,1.5,6,5
glute,0.67,6,5
abies,1.5,7,5
tiles,0.67,5,5
unsew,0.67,8,5
bidon,0.67,8,5
teams,0.67,7,5
muffs,0.25,13,4
reave,1.5,8,4
vigil,0.67,9,4
dutch,0.25,11,5
japes,0.67,14,5
spear,0.67,7,5
dules,0.67,6,5
caneh,0.67,10,5
lakin,0.67,9,5
arnut,0.67,5,5
fados,0.67,9,5
tonus,0.67,5,5
flied,0.67,9,5
serge,0.67,6,4
rives,0.67,8,5
scorn,0.25,7,5
orbat,0.67,7,5
aline,1.5,5,5
genre,0.67,6,4
hiant,0.67,8,5
quorl,0.67,14,5
cream,0.67,9,5
pebas,0.67,9,5
coala,1.5,7,4
prodd,0.25,9,4
lamps,0.25,9,5
wroth,0.25,11,5
shill,0.25,8,4
penal,0.67,7,5
spine,0.67,7,5
citee,1.5,7,4
milds,0.25,8,5
choir,0.67,10,5
bilat,0.67,7,5
betty,0.25,10,4
culpa,0.67,9,5
dilly,0.25,9,4
perfs,0.25,10,5
malik,0.67,11,5
kondo,0.67,10,4
surds,0.25,6,4
slice,0.67,7,5
ablet,0.67,7,5
omasa,1.5,7,4
hanch,0.25,13,4
vilde,0.67,9,5
fayne,0.67,11,5
tense,0.67,5,4
stare,0.67,5,5
disas,0.67,6,4
dowds,0.25,10,4
braza,0.67,16,4
dooks,0.67,10,4
verts,0.25,8,5
intro,0.67,5,5
mirah,0.67,10,5
karks,0.25,13,4
nones,0.67,5,4
podal,0.67,8,5
laids,0.67,6,5
delis,0.67,6,5
atman,0.67,7,4
karzy,0.25,21,5
debar,0.67,8,5
prion,0.67,7,5
favel,0.67,11,5
dawen,0.67,9,5
larns,0.25,5,5
cheep,0.67,12,4
oiled,1.5,6,5
meers,0.67,7,4
tatts,0.25,5,3
oicks,0.67,11,5
hound,0.67,9,5
edits,0.67,6,5
gills,0.25,6,4
wicky,0.25,17,5
rokes,0.67,9,5
geits,0.67,6,5
yaffs,0.25,14,4
xylol,0.25,15,4
topis,0.67,7,5
bloke,0.67,11,5
jiber,0.67,14,5
brunt,0.25,7,5
holly,0.25,11,4
blips,0.25,9,5
parmo,0.67,9,5
rowdy,0.25,12,5
aider,1.5,6,5
syker,0.25,12,5
mbira,0.67,9,5
fifth,0.25,14,4
power,0.67,10,5
waifs,0.67,11,5
theta,0.67,8,4
nudzh,0.25,18,5
arked,0.67,10,5
surat,0.67,5,5
flash,0.25,11,5
offed,0.67,12,4
empty,0.25,12,5
finds,0.25,9,5
demos,0.67,8,5
riels,0.67,5,5
fewer,0.67,11,4
jirga,0.67,13,5
scaly,0.25,10,5
prows,0.25,10,5
kithe,0.67,12,5
mambu,0.67,11,4
ponts,0.25,7,5
recto,0.67,7,5
mysid,0.25,11,5
usher,0.67,8,5
mogas,0.67,8,5
joule,1.5,12,5
bract,0.25,9,5
stots,0.25,5,3
pwned,0.25,11,5
ambos,0.67,9,5
yampa,0.67,12,4
ralph,0.25,10,5
dozer,0.67,15,5
